,Avg. $/ML,Avg. Annual Profit ($),Avg. Annual Profit ($M),Avg. Dryland Area (Ha),Avg. GPWUI,Avg. IWUI,Avg. Irrigated Area (Ha),Avg. ML,Avg. ML/Ha,Income Volatility,Total GW Used (ML),Total Rainfall (mm),Total SW Used (ML),SW Allocation Index,gw_trigger_norm_dist,gw_trigger_proposed_rules,gw_trigger_current_rules,Ecology Index,Recreation Index
0,41.0063439313,24133484.2912,24.1334842912,0.928408881233,0.534428256805,0.834344181386,0.0715911187669,49044.2087279,1.10924806889,1.47109156326,2684760.82505,99021.0073923,6888896.85085,82.5522934193,0.438070136152,0.64515256072,0.458443271768,0.267602142279,0.93396224216
1,14.6767544842,46464953.8783,46.4649538783,0.745980946952,0.564408622401,1.12279355343,0.254019053048,263823.96013,1.25353018308,0.817792160602,14477499.9875,99021.0073923,23910116.9211,87.8324789889,0.123244192617,0.57509640755,0.417233272444,0.255459856798,0.93396224216
2,14.7045933773,46255662.2376,46.2556622376,0.748245441297,0.560817880008,1.07650369712,0.251754558703,262138.395868,1.1867131319,0.823666208751,13282148.1622,99021.0073923,22735317.8818,87.5773378192,0.109009023582,0.563831946418,0.410476287125,0.254004258204,0.93396224216
3,14.5224387617,45960984.2459,45.9609842459,0.749598892395,0.563520715103,1.11120087111,0.250401107605,263735.456787,1.26830304453,0.825062832445,14558047.7817,99021.0073923,23728776.4361,87.8324789889,0.0877493997168,0.55172180502,0.401537446722,0.25064987757,0.93396224216
4,14.6068055252,46243503.3419,46.2435033419,0.746278365536,0.5638534084,1.12050835951,0.253721634464,263823.96013,1.25884999964,0.821074677986,14488497.6004,99021.0073923,24016894.3411,87.8315025678,0.122831730183,0.57509640755,0.417207902036,0.255400081866,0.93396224216
5,14.6245258953,46299604.8221,46.2996048221,0.747259715864,0.563032759049,1.11148449956,0.252740284136,263823.964583,1.27100382896,0.819394197874,14740377.3624,99021.0073923,23986402.9706,87.8324789889,0.123243316161,0.57509640755,0.417233272444,0.255450955092,0.93396224216
6,14.6792462823,46472842.631,46.472842631,0.746278365536,0.5638534084,1.12050835951,0.253721634464,263823.96013,1.25884999964,0.816997736936,14488497.6004,99021.0073923,24016894.3411,87.8324789889,0.123244192617,0.57509640755,0.417233272444,0.255450953673,0.93396224216
7,14.561519046,46630262.0511,46.6302620511,0.746278365536,0.562602095839,1.09250779872,0.253721634464,266857.816046,1.28705774082,0.81504448089,15351308.9999,99021.0073923,24016894.3411,87.8324789889,0.155089966774,0.573066774914,0.415364319058,0.254940523121,0.93396224216
8,14.6792462823,46472842.631,46.472842631,0.746278365536,0.5638534084,1.12050835951,0.253721634464,263823.96013,1.25884999964,0.816997736936,14488497.6004,99021.0073923,24016894.3411,87.8324789889,0.123244192617,0.57509640755,0.417233272444,0.255450953673,0.93396224216
9,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
10,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
11,41.5461556191,24049282.9075,24.0492829075,0.929046302475,0.535063544663,0.832581932069,0.0709536975248,48238.0831414,1.08076625699,1.47673281385,2663608.39696,99021.0073923,6581177.82752,82.5007803026,0.120286713546,0.549049455382,0.393004532846,0.253762492087,0.93396224216
12,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
13,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
14,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
15,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
16,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
17,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
18,14.9144792813,43918576.627,43.918576627,0.768131130439,0.549020293479,0.920624157024,0.231868869561,245391.160935,0.952224087428,0.897618052336,6753304.31361,99021.0073923,19864465.9083,87.2862498266,0.00514328791991,0.497057032677,0.361959610311,0.233179955325,0.93396224216
